Year,Medals,GDP,Population,Is_Host,Is_Host_Close_Center,Is_Host_Close_GMT1,Is_Host_Close_Main,Is_Host_Close_West,Is_Host_Close_Wide,Is_Communist,NOC,Is_Host_Pre,Is_Host_Post
1952,0.9541984732824428,7519.0,17876.956,False,False,False,False,False,False,False,ARG,False,False
1956,0.37174721189591076,8424.0,19271.511,False,False,False,False,False,False,False,ARG,False,False
1960,0.36900369003690037,8861.0,20616.009,False,False,False,False,False,False,False,ARG,False,False
1964,0.16556291390728478,9446.0,21949.244,False,False,False,False,False,False,False,ARG,False,False
1968,0.31695721077654515,10485.0,23260.514,False,False,False,False,False,False,False,ARG,False,False
1972,0.14184397163120568,12170.0,24779.799,False,False,False,False,False,False,False,ARG,False,False
1976,0.0,12696.0,26531.28,False,False,False,False,False,False,False,ARG,False,False
1984,0.0,11837.0,30231.0,False,False,False,False,False,False,False,ARG,False,False
1988,0.228310502283105,11244.0,32099.0,False,False,False,False,False,False,False,ARG,False,False
1992,0.10193679918450561,12267.0835867812,33967.31,False,False,False,False,False,False,False,ARG,False,False
1996,0.356718192627824,13715.2268187077,35683.44,False,False,False,False,False,False,False,ARG,False,False
2000,0.43243243243243246,14368.9427373623,37336.15,False,False,False,False,False,False,False,ARG,False,False
2004,0.6472491909385114,14183.225137777,38799.8,False,False,False,False,False,False,False,ARG,False,False
2008,0.6269592476489028,18520.3040835795,40342.61,False,False,False,False,False,False,False,ARG,False,False
2012,0.4158004158004158,19573.9631854518,42359.71,False,False,False,False,False,False,False,ARG,False,False
2016,0.41109969167523125,18819.6428869525,44244.69,False,False,False,False,False,False,False,ARG,False,False
2020,0.2777777777777778,15975.8387725535,46057.94,False,False,False,False,False,False,False,ARG,False,False
2024,0.28735632183908044,17600.029657416228,45696.159,False,False,False,False,False,False,False,ARG,False,False
1996,0.23781212841854932,4811.48954701875,2985.18,False,False,False,False,False,False,False,ARM,False,False
2000,0.10810810810810811,5139.82550006292,2966.02,False,False,False,False,False,False,False,ARM,False,False
2004,0.0,7229.6482263198,2953.25,False,False,False,False,False,False,False,ARM,False,False
2008,0.6269592476489028,10080.8128333688,2943.46,False,False,False,False,False,False,False,ARM,False,False
2012,0.31185031185031187,9076.43308146957,2934.42,False,False,False,False,False,False,False,ARM,False,False
2016,0.41109969167523125,10113.0505064223,2919.23,False,False,False,False,False,False,False,ARM,False,False
2020,0.3703703703703704,11546.175309736,2890.86,False,False,False,False,False,False,False,ARM,False,False
2024,0.38314176245210724,15533.8797315508,3033.5,False,False,False,False,False,False,False,ARM,False,False
1896,2.5,5874.0,3523.0,False,False,False,False,False,False,False,AUS,False,False
1900,2.0618556701030926,6397.0,3741.0,False,False,False,False,False,False,False,AUS,False,False
1904,1.4336917562724014,6846.0,3946.0,False,False,False,False,False,False,False,AUS,False,False
1906,1.3392857142857142,7184.0,4062.0,False,False,False,False,False,False,False,AUS,False,False
1920,0.672645739910314,7597.0,5358.0,False,False,False,False,False,False,False,AUS,False,False
1924,1.3513513513513513,8635.0,5819.0,False,False,False,False,False,False,False,AUS,False,False
1928,1.0075566750629723,8690.0,6304.0,False,False,False,False,False,False,False,AUS,False,False
1932,1.2135922330097086,7275.0,6579.0,False,False,False,False,False,False,False,AUS,False,False
1936,0.21141649048625794,8792.0,6783.0,False,False,False,False,False,False,False,AUS,False,False
1948,2.5742574257425743,11105.0,7715.0,False,False,False,False,False,False,False,AUS,False,False
1952,2.099236641221374,11824.0,8691.212,False,False,False,False,False,False,False,AUS,True,False
1956,6.5055762081784385,12924.0,9500.606,True,False,False,False,False,False,False,AUS,False,False
1960,4.059040590405904,14013.0,10361.273,False,False,False,False,False,False,False,AUS,False,True
1964,2.980132450331126,15699.0,11218.304,False,False,False,False,False,False,False,AUS,False,False
1968,2.694136291600634,17770.0,12101.66,False,False,False,False,False,False,False,AUS,False,False
1972,2.4113475177304964,19772.0,13177.0,False,False,False,False,False,False,False,AUS,False,False
1976,0.6906077348066298,21613.0,13915.5,False,False,False,False,False,False,False,AUS,False,False
1980,1.2064343163538873,22972.0,14615.9,False,False,False,False,False,False,False,AUS,False,False
1984,2.9925187032418954,24009.0,15510.0,False,False,False,False,False,False,False,AUS,False,False
1988,1.5981735159817352,26702.0,16400.0,False,False,False,False,False,False,False,AUS,False,False
1992,2.7522935779816518,27560.1782773384,17366.86,False,False,False,False,False,False,False,AUS,False,False
1996,4.875148632580261,31740.4697474047,18108.29,False,False,False,False,False,False,False,AUS,True,False
2000,6.27027027027027,36603.0449959447,18907.15,True,False,False,False,False,False,False,AUS,False,False
2004,5.393743257820928,40887.725336397,19805.27,False,False,False,False,False,False,False,AUS,False,True
2008,4.806687565308255,44421.6404707281,21113.35,False,False,False,False,False,False,False,AUS,False,False
2012,3.6382536382536386,47045.1294679427,22588.16,False,False,False,False,False,False,False,AUS,False,False
2016,2.9804727646454263,48675.1353283578,24036.24,False,False,False,False,False,False,False,AUS,False,False
2020,4.2592592592592595,48268.9450765119,25529.04,False,False,False,False,False,False,False,AUS,False,False
2024,5.076628352490421,52287.74094671988,27196.812,False,False,False,False,False,False,False,AUS,False,False
1896,4.166666666666666,4305.0,5739.0,False,False,False,False,False,True,False,AUT,False,False
1900,2.0618556701030926,4594.0,5973.0,False,False,True,False,False,True,False,AUT,False,False
1904,1.4336917562724014,4712.0,6228.0,False,False,False,False,False,False,False,AUT,False,False
1906,4.017857142857143,5062.0,6357.0,False,False,False,False,False,False,False,AUT,False,False
1908,0.3125,5292.0,6485.0,False,False,False,False,False,True,False,AUT,False,False
1912,1.2658227848101267,5587.0,6724.0,False,False,False,False,False,False,False,AUT,False,False
1924,0.9009009009009009,5042.0,6562.0,False,False,True,False,False,True,False,AUT,False,False
1928,1.0075566750629723,5829.0,6643.0,False,False,True,False,False,True,False,AUT,False,False
1932,1.2135922330097086,4686.0,6725.0,False,False,False,False,False,False,False,AUT,False,False
1936,3.5940803382663846,4774.0,6758.0,False,True,True,False,False,True,False,AUT,False,False
1948,1.5841584158415842,4406.0,6956.0,False,False,False,False,False,True,False,AUT,False,False
1952,0.38167938931297707,6323.0,6927.772,False,False,False,False,False,False,False,AUT,False,False
1956,0.37174721189591076,8603.0,6952.359,False,False,False,False,False,False,False,AUT,False,False
1960,0.36900369003690037,10391.0,7047.437,False,False,True,False,False,True,False,AUT,False,False
1964,0.0,12062.0,7223.801,False,False,False,False,False,False,False,AUT,False,False
1968,0.6339144215530903,13742.0,7415.403,False,False,False,False,False,False,False,AUT,False,False
1972,0.425531914893617,17169.0,7544.201,False,True,True,False,False,True,False,AUT,False,False
1976,0.13812154696132595,19448.0,7565.525,False,False,False,False,False,False,False,AUT,False,False
1980,0.5361930294906166,21932.0,7549.433,False,False,False,False,False,False,False,AUT,False,False
1984,0.3740648379052369,23016.0,7554.132,False,False,False,False,False,False,False,AUT,False,False
1988,0.1141552511415525,25112.0,7599.791,False,False,False,False,False,False,False,AUT,False,False
1992,0.20387359836901123,28072.4403464979,7886.77,False,False,True,False,False,True,False,AUT,False,False
1996,0.356718192627824,30413.1566935755,8005.77,False,False,False,False,False,False,False,AUT,False,False
2000,0.3243243243243243,34796.259482554,8058.63,False,False,False,False,False,False,False,AUT,False,False
2004,0.7551240560949299,36957.1122496145,8217.43,False,False,False,False,False,True,False,AUT,False,False
2008,0.3134796238244514,40964.793352369,8370.42,False,False,False,False,False,False,False,AUT,False,False
2012,0.0,41540.9419379778,8475.81,False,False,False,False,False,True,False,AUT,False,False
2016,0.10277492291880781,41545.4987022567,8791.15,False,False,False,False,False,False,False,AUT,False,False
2020,0.6481481481481481,40503.0408055729,8969.23,False,False,False,False,False,False,False,AUT,False,False
2024,0.4789272030651341,42521.976527610634,9177.982,False,False,True,False,False,True,False,AUT,False,False
1996,0.11890606420927466,3074.21973457034,7815.44,False,False,False,False,False,False,False,AZE,False,False
2000,0.3243243243243243,4214.88886074828,8127.31,False,False,False,False,False,False,False,AZE,False,False
2004,0.5393743257820928,5971.47460310057,8391.14,False,False,False,False,False,False,False,AZE,False,False
2008,0.7314524555903866,14072.6265772429,8749.61,False,False,False,False,False,False,False,AZE,False,False
2012,1.0395010395010396,16364.5322162617,9117.06,False,False,False,False,False,False,False,AZE,False,False
2016,1.8499486125385407,16770.8504902045,9481.38,False,False,False,False,False,False,False,AZE,False,False
2020,0.6481481481481481,16189.5110466338,9802.49,False,False,False,False,False,False,False,AZE,False,False
2024,0.6704980842911877,18540.495214017723,10202.83,False,False,False,False,False,False,False,AZE,False,False
1984,0.0,918.0,96954.796,False,False,False,False,False,False,False,BAN,False,False
1988,0.0,964.0,106283.666,False,False,False,False,False,False,False,BAN,False,False
1992,0.0,1062.46039963364,116169.16,False,False,False,False,False,False,False,BAN,False,False
1996,0.0,1234.08406379444,125622.62,False,False,False,False,False,False,False,BAN,False,False
2000,0.0,1485.30922045797,135207.06,False,False,False,False,False,False,False,BAN,False,False
2004,0.0,1812.62466142731,143644.05,False,False,False,False,False,False,False,BAN,False,False
2008,0.0,2321.05045875432,150561.73,False,False,False,False,False,False,False,BAN,False,False
2012,0.0,2914.04877948998,157326.34,False,False,False,False,False,False,False,BAN,False,False
2016,0.0,3598.51033883852,163938.02,False,False,False,False,False,False,False,BAN,False,False
1968,0.0,8429.0,240.0,False,False,False,False,False,False,False,BAR,False,False
1972,0.0,10567.0,242.0,False,False,False,False,False,False,False,BAR,False,False
1976,0.0,10222.0,248.0,False,False,False,False,False,False,False,BAR,False,False
1984,0.0,11772.0,256.0,False,False,False,False,False,False,False,BAR,False,False
1988,0.0,13087.0,260.0,False,False,False,False,False,False,False,BAR,False,False
1992,0.0,11427.2665353867,265.0,False,False,False,False,False,False,False,BAR,False,False
1996,0.0,11760.8254305884,269.0,False,False,False,False,False,False,False,BAR,False,False
2000,0.10810810810810811,12600.0225899117,274.0,False,False,False,False,False,False,False,BAR,False,False
2004,0.0,12078.7354449274,279.0,False,False,False,False,False,False,False,BAR,False,False
2008,0.0,12786.1073702401,283.0,False,False,False,False,False,False,False,BAR,False,False
2012,0.0,11860.0,288.0,False,False,False,False,False,False,False,BAR,False,False
2016,0.0,12124.6936181215,291.0,False,False,False,False,False,False,False,BAR,False,False
1996,0.11890606420927466,824.511593429085,5815.0,False,False,False,False,False,False,False,BDI,False,False
2000,0.0,739.760916340808,6282.0,False,False,False,False,False,False,False,BDI,False,False
2004,0.0,709.737212679528,7167.0,False,False,False,False,False,False,False,BDI,False,False
2008,0.0,708.678590044511,8318.0,False,False,False,False,False,False,False,BDI,False,False
2012,0.0,727.0,9748.0,False,False,False,False,False,False,False,BDI,False,False
2016,0.10277492291880781,704.635026920074,10721.0,False,False,False,False,False,False,False,BDI,False,False
1900,6.185567010309279,5947.0,6719.0,False,False,True,False,True,True,False,BEL,False,False
1906,3.125,6244.0,7258.0,False,False,False,False,False,False,False,BEL,False,False
1908,2.5,6269.0,7411.0,False,False,False,False,False,True,False,BEL,False,False
1912,1.89873417721519,6704.0,7590.0,False,False,False,False,False,False,False,BEL,True,False
1920,9.417040358744394,6315.0,7552.0,True,False,False,False,False,False,False,BEL,False,False
1924,2.9279279279279278,7393.0,7707.0,False,False,True,False,True,True,False,BEL,False,True
1928,0.7556675062972292,8191.0,7968.0,False,False,True,False,True,True,False,BEL,False,False
1932,0.24271844660194172,7343.0,8186.0,False,False,False,False,False,False,False,BEL,False,False
1936,0.6342494714587738,7831.0,8315.0,False,False,True,False,False,True,False,BEL,False,False
1948,1.3861386138613863,8008.0,8557.0,False,False,False,False,False,True,False,BEL,False,False
1952,0.7633587786259541,9035.0,8730.405,False,False,False,False,False,False,False,BEL,False,False
1956,0.37174721189591076,10237.0,8923.845,False,False,False,False,False,False,False,BEL,False,False
1960,0.7380073800738007,11081.0,9118.7,False,False,True,False,False,True,False,BEL,False,False
1964,0.49668874172185434,13295.0,9367.0,False,False,False,False,False,False,False,BEL,False,False
1968,0.31695721077654515,15009.0,9589.8,False,False,False,False,False,False,False,BEL,False,False
1972,0.28368794326241137,18336.0,9709.1,False,False,True,False,False,True,False,BEL,False,False
1976,0.8287292817679558,20916.0,9811.0,False,False,False,False,False,False,False,BEL,False,False
1980,0.13404825737265416,23060.0,9846.8,False,False,False,False,False,False,False,BEL,False,False
1984,0.4987531172069825,23644.0,9855.3,False,False,False,False,False,False,False,BEL,False,False
1988,0.228310502283105,25905.0,9884.0,False,False,False,False,False,False,False,BEL,False,False
1992,0.3058103975535168,28199.5737762424,10048.32,False,False,True,False,False,True,False,BEL,False,False
1996,0.713436385255648,29820.2994882708,10158.33,False,False,False,False,False,False,False,BEL,False,False
2000,0.5405405405405406,33719.7698385542,10252.35,False,False,False,False,False,False,False,BEL,False,False
2004,0.3236245954692557,35740.3524626094,10422.37,False,False,False,False,False,True,False,BEL,False,False
2008,0.20898641588296762,38117.3484155223,10711.41,False,False,False,False,False,False,False,BEL,False,False
2012,0.31185031185031187,38173.2339164272,11108.46,False,False,False,False,False,True,False,BEL,False,False
2016,0.6166495375128468,39456.8633726728,11332.49,False,False,False,False,False,False,False,BEL,False,False
2020,0.6481481481481481,38763.4425749273,11545.52,False,False,False,False,False,False,False,BEL,False,False
2024,0.9578544061302682,42398.463282442644,11858.61,False,False,True,False,True,True,False,BEL,False,False
1972,0.0,1640.0,2791.434,False,False,False,False,False,False,False,BEN,False,False
1980,0.0,1691.0,3510.052,False,False,False,False,False,False,False,BEN,False,False
1984,0.0,1809.0,3978.703,False,False,False,False,False,False,False,BEN,False,False
1988,0.0,1780.0,4517.238,False,False,False,False,False,False,False,BEN,False,False
1992,0.0,1790.53006580995,5143.543,False,False,False,False,False,False,False,BEN,False,False
1996,0.0,1840.48584407706,5873.704,False,False,False,False,False,False,False,BEN,False,False
2000,0.0,1908.93662092612,6677.134,False,False,False,False,False,False,False,BEN,False,False
2004,0.0,1923.71929539071,7589.367,False,False,False,False,False,False,False,BEN,False,False
2008,0.0,1920.30605578009,8602.647,False,False,False,False,False,False,False,BEN,False,False
2012,0.0,1867.0,9805.0,False,False,False,False,False,False,False,BEN,False,False
2016,0.0,2061.90358138439,11220.072,False,False,False,False,False,False,False,BEN,False,False
1992,0.0,3830.21906094418,4233.15,False,False,False,False,False,False,False,BIH,False,False
1996,0.0,4915.32505589752,3648.74,False,False,False,False,False,False,False,BIH,False,False
2000,0.0,7082.03527219474,3901.38,False,False,False,False,False,False,False,BIH,False,False
2004,0.0,7857.37828637402,3974.55,False,False,False,False,False,False,False,BIH,False,False
2008,0.0,9199.26167960717,3986.91,False,False,False,False,False,False,False,BIH,False,False
2012,0.0,8894.93140141553,3976.54,False,False,False,False,False,False,False,BIH,False,False
2016,0.0,9966.36592048597,3957.16,False,False,False,False,False,False,False,BIH,False,False
1996,1.78359096313912,7128.35465388673,10171.23,False,False,False,False,False,False,True,BLR,False,False
2000,1.8378378378378377,9110.97946126182,10033.95,False,False,False,False,False,False,True,BLR,False,False
2004,1.4023732470334414,11615.6855851322,9856.19,False,False,False,False,False,False,True,BLR,False,False
2008,1.8808777429467085,16223.9968078839,9712.59,False,False,False,False,False,False,True,BLR,False,False
2012,1.2474012474012475,18245.0075205127,9643.21,False,False,False,False,False,False,True,BLR,False,False
2016,0.9249743062692704,17701.9593168985,9564.17,False,False,False,False,False,False,True,BLR,False,False
2020,0.6481481481481481,19053.1570205092,9469.35,False,False,False,False,False,False,True,BLR,False,False
1936,0.0,2230.0,2569.0,False,False,False,False,False,False,False,BOL,False,False
1964,0.0,2809.0,3764.067,False,False,False,False,False,False,False,BOL,False,False
1968,0.0,3314.0,4139.069,False,False,False,False,False,False,False,BOL,False,False
1972,0.0,3602.0,4565.872,False,False,False,False,False,False,False,BOL,False,False
1976,0.0,4219.0,4955.744,False,False,False,False,False,False,False,BOL,False,False
1984,0.0,3561.0,5834.293,False,False,False,False,False,False,False,BOL,False,False
1988,0.0,3386.0,6283.164,False,False,False,False,False,False,False,BOL,False,False
1992,0.0,3592.13672847707,6893.45,False,False,False,False,False,False,False,BOL,False,False
1996,0.0,3959.44524890498,7518.77,False,False,False,False,False,False,False,BOL,False,False
2000,0.0,4173.54945562718,8176.79,False,False,False,False,False,False,False,BOL,False,False
2004,0.0,4330.55577332936,8894.52,False,False,False,False,False,False,False,BOL,False,False
2008,0.0,4924.03232286497,9646.69,False,False,False,False,False,False,False,BOL,False,False
2012,0.0,5503.90836808894,10397.21,False,False,False,False,False,False,False,BOL,False,False
2016,0.0,6337.79861292775,11118.04,False,False,False,False,False,False,False,BOL,False,False
1980,0.0,2348.0,900.476,False,False,False,False,False,False,False,BOT,False,False
1984,0.0,3124.0,1043.396,False,False,False,False,False,False,False,BOT,False,False
1988,0.0,3920.0,1188.941,False,False,False,False,False,False,False,BOT,False,False
1992,0.0,5733.63002125501,1343.39,False,False,False,False,False,False,False,BOT,False,False
1996,0.0,6647.7675526706,1514.71,False,False,False,False,False,False,False,BOT,False,False
2000,0.0,8044.14204336772,1664.69,False,False,False,False,False,False,False,BOT,False,False
2004,0.0,9329.50921397854,1792.27,False,False,False,False,False,False,False,BOT,False,False
2008,0.0,12385.1497252572,1922.82,False,False,False,False,False,False,False,BOT,False,False
2012,0.10395010395010396,13134.4063195563,2056.8,False,False,False,False,False,False,False,BOT,False,False
2016,0.0,14752.1886065497,2193.52,False,False,False,False,False,False,False,BOT,False,False
2020,0.0925925925925926,14162.6851908202,2330.81,False,False,False,False,False,False,False,BOT,False,False
2024,0.19157088122605362,15844.29978507571,2521.139,False,False,False,False,False,False,False,BOT,False,False
1900,0.0,874.0,17984.0,False,False,False,False,False,False,False,BRA,False,False
1920,0.672645739910314,1242.0,27404.0,False,False,False,False,False,False,False,BRA,False,False
1924,0.0,1320.0,29723.0,False,False,False,False,False,False,False,BRA,False,False
1932,0.0,1312.0,34957.0,False,False,False,False,False,False,False,BRA,False,False
1936,0.0,1591.0,37911.0,False,False,False,False,False,False,False,BRA,False,False
1948,0.19801980198019803,2096.0,49590.0,False,False,False,False,False,False,False,BRA,False,False
1952,0.5725190839694656,2377.0,56602.56,False,False,False,False,False,False,False,BRA,False,False
1956,0.18587360594795538,2672.0,63631.992,False,False,False,False,False,False,False,BRA,False,False
1960,0.36900369003690037,3398.0,71694.81,False,False,False,False,False,False,False,BRA,False,False
1964,0.16556291390728478,3637.0,80666.939,False,False,False,False,False,False,False,BRA,False,False
1968,0.4754358161648178,4050.0,90569.084,False,False,False,False,False,False,False,BRA,False,False
1972,0.28368794326241137,5480.0,100874.0,False,False,False,False,False,False,False,BRA,False,False
1976,0.2762430939226519,7079.0,111603.0,False,False,False,False,False,False,False,BRA,False,False
1980,0.5361930294906166,8249.0,123020.0,False,False,False,False,False,False,False,BRA,False,False
1984,0.997506234413965,7438.0,134699.0,False,False,False,False,False,False,False,BRA,False,False
1988,0.684931506849315,8230.0,145873.0,False,False,False,False,False,False,False,BRA,False,False
1992,0.3058103975535168,7812.79425539626,156388.15,False,False,False,False,False,False,False,BRA,False,False
1996,1.78359096313912,9124.5160690394,166624.17,False,False,False,False,False,False,False,BRA,False,False
2000,1.2972972972972971,9834.4244366632,176901.86,False,False,False,False,False,False,False,BRA,False,False
2004,1.0787486515641855,10949.6601198874,186165.41,False,False,False,False,False,False,False,BRA,False,False
2008,1.671891327063741,13164.0113425742,194457.64,False,False,False,False,False,False,False,BRA,False,False
2012,1.7671517671517671,14985.4983398531,201894.14,False,False,False,False,False,False,False,BRA,True,False
2016,1.9527235354573484,13990.6467728271,208859.27,True,False,False,False,False,False,False,BRA,False,False
2020,1.9444444444444444,13685.925743511,215577.48,False,False,False,False,False,False,False,BRA,False,True
2024,1.9157088122605364,15506.70533322681,211998.573,False,False,False,False,False,False,False,BRA,False,False
1984,0.0,7264.0,408.282,False,False,False,False,False,False,False,BRN,False,False
1988,0.0,6802.0,469.484,False,False,False,False,False,False,False,BRN,False,False
1992,0.0,7993.89275633257,532.49,False,False,False,False,False,False,False,BRN,False,False
1996,0.0,11640.8213531142,590.34,False,False,False,False,False,False,False,BRN,False,False
2000,0.0,17021.7223794001,648.13,False,False,False,False,False,False,False,BRN,False,False
2004,0.0,23389.602406732,839.41,False,False,False,False,False,False,False,BRN,False,False
2008,0.0,30612.4978133559,1095.92,False,False,False,False,False,False,False,BRN,False,False
2012,0.10395010395010396,36711.3916621356,1235.51,False,False,False,False,False,False,False,BRN,False,False
2016,0.20554984583761562,38805.3906548486,1364.59,False,False,False,False,False,False,False,BRN,False,False
2020,0.0925925925925926,36890.5029525378,1489.2,False,False,False,False,False,False,False,BRN,False,False
2024,0.38314176245210724,39536.998536968415,1588.67,False,False,False,False,False,False,False,BRN,False,False
1924,0.0,1635.0,5476.0,False,False,False,False,False,False,False,BUL,False,False
1928,0.0,1934.0,5873.0,False,False,False,False,False,False,False,BUL,False,False
1932,0.0,1943.0,6186.0,False,False,False,False,False,False,False,BUL,False,False
1936,0.0,2209.0,6469.0,False,False,False,False,False,False,False,BUL,False,False
1952,0.19083969465648853,3017.0,7274.9,False,False,False,False,False,False,False,BUL,False,False
1956,0.929368029739777,3392.0,7575.8,False,False,False,False,False,False,False,BUL,False,False
1960,1.2915129151291513,4642.0,7867.374,False,False,False,False,False,False,False,BUL,False,False
1964,1.6556291390728477,5829.0,8144.339,False,False,False,False,False,False,False,BUL,False,False
1968,1.4263074484944533,6963.0,8369.603,False,False,False,False,False,False,False,BUL,False,False
1972,2.9787234042553195,8145.0,8576.2,False,False,False,False,False,False,False,BUL,False,False
1976,3.0386740331491713,9535.0,8755.037,False,False,False,False,False,False,False,BUL,False,False
1980,5.495978552278821,9634.0,8843.528,False,False,False,False,False,False,False,BUL,False,False
1988,3.9954337899543377,10098.0,8982.025,False,False,False,False,False,False,False,BUL,False,False
1992,1.6309887869520898,7846.11595075794,8658.51,False,False,False,False,False,False,False,BUL,False,False
1996,1.78359096313912,7901.12362510364,8241.39,False,False,False,False,False,False,False,BUL,False,False
2000,1.4054054054054055,8410.7949775813,8051.53,False,False,False,False,False,False,False,BUL,False,False
2004,1.2944983818770228,10853.7851534274,7668.17,False,False,False,False,False,False,False,BUL,False,False
2008,0.522466039707419,14761.7147267543,7512.7,False,False,False,False,False,False,False,BUL,False,False
2012,0.2079002079002079,15314.524722925,7199.8,False,False,False,False,False,False,False,BUL,False,False
2016,0.3083247687564234,16795.8232850053,7024.31,False,False,False,False,False,False,False,BUL,False,False
2020,0.5555555555555556,18203.8329720928,6833.33,False,False,False,False,False,False,False,BUL,False,False
2024,0.6704980842911877,21727.50180187113,6441.421,False,False,False,False,False,False,False,BUL,False,False
1972,0.0,1253.0,5433.886,False,False,False,False,False,False,False,BUR,False,False
1988,0.0,1403.0,7833.491,False,False,False,False,False,False,False,BUR,False,False
1992,0.0,1264.99198183127,8942.78,False,False,False,False,False,False,False,BUR,False,False
1996,0.0,1255.77492223312,10269.4,False,False,False,False,False,False,False,BUR,False,False
2000,0.0,1275.48190817945,11405.08,False,False,False,False,False,False,False,BUR,False,False
2004,0.0,1268.68662703978,13177.75,False,False,False,False,False,False,False,BUR,False,False
2008,0.0,1315.45371606898,14721.63,False,False,False,False,False,False,False,BUR,False,False
2012,0.0,1387.61705538104,16562.91,False,False,False,False,False,False,False,BUR,False,False
